Name,Position,Birth_Date,Height,Weight
Brandon Hagel,LW,8/27/1998,5-11 ft,160
Carl Hagelin,LW,8/23/1988,5-11 ft,186
Nate Hagemo,D,10/8/1986,,
Robert Hagg,D,2/8/1995,6-2 ft,201
Jim Haggarty,LW,4/14/1914,5-11 ft,167
Ryan Haggerty,F,3/4/1993,6-0 ft,180
Sean Haggerty,LW,2/11/1976,6-1 ft,186
Roger Hagglund,D,7/2/1961,6-1 ft,175
Matti Hagman,C,9/21/1955,6-0 ft,183
Niklas Hagman,LW,12/5/1979,5-10 ft,205
Yared Hagos,C,3/27/1983,,
Riku Hahl,C,11/1/1980,6-1 ft,205
Gord Haidy,RW,4/11/1928,5-11 ft,185
Ron Hainsey,D,3/24/1981,6-3 ft,210
George Hainsworth,G,06/26/1895,5-6 ft,150
Richard Hajdu,LW,5/10/1965,6-1 ft,185
Stanislav Hajdusek,,,,
Libor Hajek,D,2/4/1998,6-1 ft,205
Bill Hajt,D,11/18/1951,6-3 ft,215
Chris Hajt,D,7/5/1978,6-3 ft,206
Jani Hakanpaa,D,3/31/1992,6-5 ft,218
Anders Hakansson,LW,4/27/1956,6-2 ft,190
James Hakewill,D,6/7/1982,,
Jaroslav Halak,G,5/13/1985,5-11 ft,181
Harold Halderson,D,1/6/1900,6-3 ft,200
David Hale,D,6/18/1981,6-1 ft,215
Larry Hale,D,10/9/1941,6-1 ft,180
Len Haley,RW,9/15/1931,5-6 ft,160
Micheal Haley,C,3/30/1986,5-11 ft,205
Matt Halischuk,RW,6/1/1988,6-0 ft,180
Bob Halkidis,D,3/5/1966,5-11 ft,205
Steven Halko,D,3/8/1974,6-1 ft,200
Adam Hall,RW,8/14/1980,6-2 ft,212
Bob Hall,F,10/13/1899,5-8 ft,165
Connor Hall,D,2/21/1998,6-2 ft,190
Del Hall,C,5/7/1949,5-10 ft,170
Glenn Hall,G,10/3/1931,5-11 ft,180
Joe Hall,D,05/03/1881,5-10 ft,175
Murray Hall,RW,11/24/1940,6-0 ft,175
Taylor Hall,LW,2/20/1964,5-11 ft,180
Taylor Hall,LW,11/14/1991,6-1 ft,201
Wayne Hall,LW,5/22/1939,5-9 ft,165
Kevin Haller,D,12/5/1970,6-2 ft,199
Milt Halliday,LW,9/21/1906,5-10 ft,180
Mats Hallin,LW,3/19/1958,6-2 ft,200
Mike Halmo,LW,5/15/1991,5-11 ft,192
Jeff Halpern,C,5/3/1976,6-0 ft,200
Brandon Halverson,G,3/29/1996,6-3 ft,176
Trevor Halverson,LW,4/6/1971,6-0 ft,200
Doug Halward,D,11/1/1955,6-1 ft,200
Ville Hamalainen,LW,7/6/1981,,
Hardy Haman Aktell,D,7/4/1998,6-3 ft,198
Anthony Hamburg,C,8/30/1991,,
Denis Hamel,LW,5/10/1977,6-1 ft,201
Gilles Hamel,LW,3/18/1960,6-3 ft,183
Herb Hamel,RW,6/8/1904,5-11 ft,155
Jean Hamel,D,6/6/1952,5-11 ft,195
Pierre Hamel,G,9/16/1952,5-9 ft,170
Peter Hamerlik,G,1/2/1982,,
Dan Hamhuis,D,12/13/1982,6-1 ft,200
Red Hamill,LW,1/11/1917,5-11 ft,180
Zach Hamill,C,9/23/1988,5-11 ft,180
Al Hamilton,D,8/20/1946,6-1 ft,195
Chuck Hamilton,LW,1/18/1939,5-11 ft,175
Curtis Hamilton,LW,12/4/1991,6-2 ft,208
Dougie Hamilton,D,6/17/1993,6-6 ft,210
Freddie Hamilton,C,1/1/1992,6-1 ft,195
Jack Hamilton,C,6/2/1925,5-7 ft,170
Jeff Hamilton,C,9/4/1977,5-10 ft,185
Jim Hamilton,RW,1/18/1957,6-0 ft,180
Mike Hamilton,LW,5/2/1983,,
Reg Hamilton,D,4/29/1914,5-11 ft,180
Ryan Hamilton,LW,4/15/1985,6-2 ft,230
Bryan Hamm,D,1/1/1984,,
Inge Hammarstrom,LW,1/20/1948,6-0 ft,180
Andrew Hammond,G,2/11/1988,6-2 ft,215
Ken Hammond,D,8/22/1963,6-1 ft,190
Craig Hamner,D,1/6/1956,6-2 ft,210
Travis Hamonic,D,8/16/1990,6-2 ft,205
Gord Hampson,LW,2/13/1959,6-3 ft,210
Ted Hampson,C,12/11/1936,5-8 ft,173
Rick Hampton,LW/D,6/14/1956,6-0 ft,190
Radek Hamr,D,6/15/1974,5-11 ft,175
Roman Hamrlik,D,4/12/1974,6-2 ft,206
Mark Hamway,RW,8/9/1961,6-0 ft,190
Alf Handrahan,RW,12/27/1949,5-9 ft,190
Ron Handy,LW,1/15/1963,5-11 ft,175
Michal Handzus,C,3/11/1977,6-5 ft,215
Merv Haney,D,8/13/1949,6-0 ft,195
Al Hangsleben,D,2/22/1953,6-1 ft,195
Noah Hanifin,D,1/25/1997,6-3 ft,206
Ben Hankinson,RW,5/1/1969,6-2 ft,210
Casey Hankinson,LW,5/8/1976,6-1 ft,187
Joel Hanley,D,6/8/1991,6-0 ft,193
Glen Hanlon,G,2/20/1957,6-0 ft,185
John Hanna,D,4/5/1935,5-11 ft,175
Dave Hannan,C,11/26/1961,5-10 ft,180
Scott Hannan,D,1/23/1979,6-1 ft,215
Sawyer Hannay,D,9/6/1992,,
Gord Hannigan,C,1/19/1929,5-8 ft,155
Pat Hannigan,LW,3/5/1936,5-10 ft,183
Ray Hannigan,RW,7/14/1927,5-8 ft,155
Markus Hannikainen,LW,3/26/1993,6-2 ft,195
Mika Hannula,RW,4/2/1979,,
Ben Hanowski,RW,10/18/1990,6-2 ft,210
Jake Hansen,W,8/21/1989,,
Jannik Hansen,LW,3/15/1986,6-1 ft,194
Matthew Hansen,D,1/18/1985,,
Richie Hansen,C,10/30/1955,5-10 ft,185
Tavis Hansen,RW,6/17/1975,6-1 ft,205
Ron Hansis,RW,11/12/1952,6-2 ft,195
Christian Hanson,C,3/10/1986,6-4 ft,228
Dave Hanson,D,4/12/1954,6-0 ft,190
Emil Hanson,RW/D,11/18/1907,5-8 ft,165
Keith Hanson,D,4/26/1957,6-5 ft,215
Oscar Hanson,C,12/27/1909,5-10 ft,175
Niklas Hansson,D,1/8/1995,,
Petter Hansson,D,5/16/1996,6-1 ft,187
Miroslav Hanuljak,G,9/12/1984,,
Martin Hanzal,C,2/20/1987,6-6 ft,226
Nick Harbaruk,RW,8/16/1943,6-0 ft,195
Jeff Harding,RW,4/6/1969,6-3 ft,220
Josh Harding,G,6/18/1984,6-1 ft,202
Joe Hardy,C,12/5/1945,6-0 ft,185
Mark Hardy,D,2/1/1959,5-11 ft,195
Jim Hargreaves,D,5/2/1950,5-11 ft,195
Ted Hargreaves,LW,11/4/1943,5-11 ft,178
Colton Hargrove,LW,6/25/1992,,
Johan Harju,LW,5/15/1986,6-3 ft,210
Derek Harker,D,1/7/1951,6-0 ft,185
Brett Harkins,LW,7/2/1970,6-1 ft,185
Jansen Harkins,C,5/23/1997,6-1 ft,182
Todd Harkins,C,10/8/1968,6-3 ft,210
David Harlock,D,3/16/1971,6-2 ft,215
Scott Harlow,LW,10/11/1963,6-1 ft,185
Glen Harmon,D,1/2/1921,5-9 ft,165
John Harms,RW,4/25/1925,5-8 ft,160
Walter Harnott,LW,9/24/1909,5-10 ft,175
Patrick Harper,C,7/29/1998,5-7 ft,150
Shane Harper,RW,2/1/1989,5-11 ft,193
Terry Harper,D,1/27/1940,6-1 ft,200
Ben Harpur,D,1/12/1995,6-6 ft,214
Tim Harrer,RW,5/10/1957,6-0 ft,185
Hago Harrington,LW,8/13/1904,5-8 ft,163
Scott Harrington,D,3/10/1993,6-2 ft,219
Billy Harris,C,7/29/1935,6-0 ft,155
Billy Harris,RW,1/29/1952,6-2 ft,195
Duke Harris,RW,2/25/1942,5-10 ft,180
Henry Harris,RW,4/28/1906,5-11 ft,185
Hugh Harris,C,6/7/1948,6-1 ft,195
Ron Harris,D,6/30/1942,5-10 ft,190
Smokey Harris,LW,10/11/1890,5-11 ft,165
Ted Harris,D,7/18/1936,6-2 ft,183
Ed Harrison,C/LW,7/25/1927,6-0 ft,165
Jay Harrison,D,11/3/1982,6-4 ft,220
Jim Harrison,C,7/9/1947,5-11 ft,185
Paul Harrison,G,2/11/1955,6-1 ft,196
Tim Harrison,RW,1/11/1994,,
Peter Harrold,D,6/8/1983,5-11 ft,180
Aaron Harstad,D,4/27/1992,,
Brian Hart,RW,11/25/1993,,
Carter Hart,G,8/13/1998,6-1 ft,176
Gerry Hart,D,1/1/1948,5-9 ft,190
Gizzy Hart,LW,6/1/1902,5-9 ft,171
Rich Hart,D,10/5/1952,6-0 ft,195
Mark Hartigan,C,10/15/1977,6-0 ft,200
Teemu Hartikainen,C,5/3/1990,6-1 ft,215
Mike Hartman,LW,2/7/1967,6-0 ft,190
Ryan Hartman,RW,9/20/1994,6-0 ft,181
Scott Hartnell,LW,4/18/1982,6-2 ft,215
Craig Hartsburg,D,6/29/1959,6-1 ft,200
Buster Harvey,RW,4/2/1950,6-0 ft,185
Doug Harvey,D,12/19/1924,5-11 ft,187
Hugh Harvey,C/LW,6/25/1949,6-0 ft,175
Kevin Harvey,LW,9/14/1984,,
Michel Harvey,C,1/31/1938,5-10 ft,175
Todd Harvey,RW/C,2/17/1975,6-0 ft,210
Dominik Hasek,G,1/29/1965,6-1 ft,166
Tyler Haskins,C,5/26/1986,,
Bob Hassard,C,3/26/1929,6-0 ft,167
Derian Hatcher,D,6/4/1972,6-5 ft,235
Kevin Hatcher,D,9/9/1966,6-3 ft,230
Garnet Hathaway,RW,11/23/1991,6-2 ft,208
Ed Hatoum,RW,12/7/1947,5-10 ft,180
Brett Hauer,D,7/11/1971,6-2 ft,210
Erik Haula,LW,3/23/1991,6-0 ft,193
Adam Hauser,G,5/27/1980,6-2 ft,195
Marian Havel,C/LW,1/26/1984,,
Niclas Havelid,D,4/12/1973,6-0 ft,200
Ned Havern,LW,10/1/1982,,
Martin Havlat,RW,4/19/1981,6-2 ft,210
Dale Hawerchuk,C,4/4/1963,5-11 ft,190
Greg Hawgood,D,8/10/1968,5-10 ft,190
Hayden Hawkey,G,3/1/1995,6-1 ft,180
Todd Hawkins,W,8/2/1966,6-1 ft,195
Alan Haworth,C,9/1/1960,5-10 ft,190
Gord Haworth,C,2/20/1932,5-10 ft,165
Neil Hawryliw,RW,11/9/1955,5-11 ft,185
Jayce Hawryluk,C,1/1/1996,5-10 ft,190
Bill Hay,C,12/9/1935,6-3 ft,190
Dwayne Hay,LW,2/11/1977,6-1 ft,203
George Hay,LW,01/10/1898,5-10 ft,155
Jim Hay,D,5/15/1931,5-11 ft,185
Darren Haydar,RW,10/22/1979,5-9 ft,170
John Hayden,C,2/14/1995,,
Aaron Haydon,D,1/6/1996,6-4 ft,200
Peter Hayek,D,11/16/1957,5-10 ft,200
Chris Hayes,LW,8/24/1946,5-10 ft,180
Eriah Hayes,RW,7/7/1988,6-4 ft,210
Jimmy Hayes,RW,11/21/1989,6-5 ft,215
Kevin Hayes,RW,5/8/1992,6-5 ft,215
Paul Haynes,C,3/1/1910,5-10 ft,160
Brian Hayward,G,6/25/1960,5-10 ft,180
Rick Hayward,D,2/25/1966,6-0 ft,180
Steve Hazlett,LW,12/12/1957,5-9 ft,170
Don Head,G,6/30/1933,5-10 ft,200
Galen Head,RW,4/16/1947,5-9 ft,160
Fern Headley,D,3/2/1901,5-11 ft,175
Eric Healey,LW,1/20/1975,5-11 ft,201
Paul Healey,LW,3/20/1975,6-2 ft,198
Rich Healey,D,3/12/1938,5-10 ft,170
Glenn Healy,G,8/23/1962,5-9 ft,190
Shawn Heaphy,C,11/27/1968,5-8 ft,180
Mitchell Heard,C,3/12/1992,6-1 ft,200
Mark Heaslip,RW,12/26/1951,5-10 ft,190
Randy Heath,LW,11/11/1964,5-8 ft,160
Dillon Heatherington,D,5/9/1995,6-4 ft,196
Dany Heatley,LW,1/21/1981,6-3 ft,212
Murray Heatley,RW,11/7/1948,5-8 ft,185
Paul Heaver,D,2/15/1955,6-1 ft,195
Andy Hebenton,RW,10/3/1929,5-9 ft,180
Clay Hebenton,G,2/20/1953,5-10 ft,200
Guy Hebert,G,1/7/1967,5-11 ft,186
Sammy Hebert,G,03/31/1894,5-10 ft,145
Jochen Hecht,LW,6/21/1977,6-1 ft,198
John Hecimovic,RW,3/31/1984,,
Radoslav Hecl,D,10/11/1974,6-1 ft,196
Anders Hedberg,RW,2/25/1951,5-11 ft,175
Johan Hedberg,G,5/5/1973,6-0 ft,190
Bret Hedican,D,8/10/1970,6-2 ft,210
Pierre Hedin,D,2/19/1978,6-2 ft,200
Anton Hedman,C,5/15/1986,,
Oscar Hedman,D,4/21/1986,,
Victor Hedman,D,12/18/1990,6-6 ft,223
Jonathan Hedstrom,RW,12/27/1977,6-0 ft,200
Tim Heed,D,1/27/1991,,
Jeff Heerema,RW,1/17/1980,6-2 ft,212
Cal Heeter,G,11/2/1988,6-4 ft,195
Frank Heffernan,D,01/12/1892,6-0 ft,210
Gerry Heffernan,RW,7/24/1916,5-9 ft,160
Ryan Hegarty,D,5/16/1990,,
Howie Heggedal,LW,9/15/1949,6-0 ft,185
Chris Heid,D,3/14/1983,,
Mike Heidt,D,11/4/1963,6-1 ft,190
Ilkka Heikkinen,D,11/13/1984,6-2 ft,205
Bill Heindl,LW,5/13/1946,5-10 ft,175
Danton Heinen,C/LW,7/5/1995,6-1 ft,185
Chris Heino-Lindberg,G,1/29/1985,,
Blake Heinrich,D,2/17/1995,,
Lionel Heinrich,LW,4/20/1934,5-10 ft,180
Shawn Heins,D,12/24/1973,6-4 ft,210
Rick Heinz,G,5/30/1955,5-10 ft,165
Steve Heinze,RW,1/30/1970,5-11 ft,202
Earl Heiskala,LW,11/30/1942,6-0 ft,185
Barrett Heisten,LW,3/19/1980,6-1 ft,200
Jan Hejda,D,6/18/1978,6-4 ft,237
Milan Hejduk,RW,2/14/1976,6-0 ft,190
Hannu Helander,,,,
Peter Helander,D,12/4/1951,6-1 ft,185
Timo Helbling,D,7/21/1981,6-3 ft,209
Riku Helenius,G,3/1/1988,6-2 ft,201
Sami Helenius,D,1/22/1974,6-6 ft,230
Adam Helewka,LW,7/21/1995,6-1 ft,201
Kenton Helgesen,LW,3/19/1994,6-2 ft,186
Seth Helgeson,D,10/8/1990,6-4 ft,210
Magnus Hellberg,G,4/4/1991,6-5 ft,185
Connor Hellebuyck,G,5/19/1993,6-4 ft,207
Ott Heller,D,6/2/1910,6-0 ft,190
Jens Hellgren,D,3/6/1989,,
Alexander Hellstrom,D,4/17/1987,,
Darren Helm,C/LW,1/21/1987,6-0 ft,196
Harry Helman,RW,08/28/1894,5-6 ft,145
Bryan Helmer,D,7/15/1972,6-2 ft,208
Dwight Helminen,C,6/22/1983,5-10 ft,190
Raimo Helminen,C,3/11/1964,6-0 ft,185
Filip Helt,LW,4/9/1998,6-1 ft,176
Jeremy Helvig,G,5/25/1997,6-3 ft,195
Brett Hemingway,RW,9/28/1983,,
Colin Hemingway,RW,8/12/1980,6-0 ft,194
Tony Hemmerling,LW,5/15/1914,5-11 ft,178
Ales Hemsky,RW,8/13/1983,6-0 ft,185
Archie Henderson,RW,2/17/1957,6-6 ft,220
Jay Henderson,LW,9/17/1978,5-11 ft,190
John Henderson,G,3/25/1933,6-1 ft,174
Kevin Henderson,LW,12/3/1986,6-3 ft,210
Matt Henderson,RW,6/22/1974,6-1 ft,200
Murray Henderson,D,9/5/1921,6-0 ft,180
Paul Henderson,RW,1/28/1943,5-11 ft,180
Matt Hendricks,C,6/17/1981,6-0 ft,207
Darby Hendrickson,C,8/28/1972,6-1 ft,195
John Hendrickson,D,12/5/1936,5-11 ft,175
Trevor Hendrikx,D,3/29/1985,,
Jordan Hendry,D,2/23/1984,6-0 ft,197
Kyell Henegan,D,10/27/1987,,
Cedrick Henley,LW,1/10/1992,,
Samuel Henley,C,7/25/1993,6-4 ft,210
Josh Hennessy,C,2/7/1985,6-0 ft,192
Lorne Henning,C,2/22/1952,5-11 ft,185
Adam Henrich,LW,1/19/1984,,
Arvid Henrikson,D,2/23/1998,6-3 ft,176
Adam Henrique,C,2/6/1990,6-0 ft,195
Alex Henry,D,10/18/1979,6-6 ft,231
Burke Henry,D,1/21/1979,6-3 ft,206
Camille Henry,C,1/31/1933,5-9 ft,152
Dale Henry,LW,9/24/1964,6-0 ft,205
Gord Henry,G,8/17/1926,6-0 ft,185
Jim Henry,G,10/23/1920,5-9 ft,165
Pierre Henry,C,3/10/1952,5-10 ft,180
T.J. Hensick,C,12/10/1985,5-10 ft,190
Jukka Hentunen,RW,5/3/1974,5-10 ft,194
Alan Hepple,D,8/16/1963,5-9 ft,200
Ian Herbers,D,7/18/1967,6-4 ft,225
Caleb Herbert,C,10/12/1991,5-11 ft,185
Jimmy Herbert,C/RW,10/31/1897,5-10 ft,185
Art Herchenratter,LW,11/24/1917,6-0 ft,185
Fred Hergerts,C,1/29/1913,6-1 ft,190
Phil Hergesheimer,RW,7/9/1914,5-10 ft,175
Wally Hergesheimer,RW,1/8/1927,5-8 ft,155
Riley Hern,G,12/05/1878,5-9 ft,170
Red Heron,C,12/31/1917,5-11 ft,170
Yves Heroux,RW,4/27/1965,5-11 ft,185
Chris Herperger,C,2/24/1974,6-0 ft,190
Matt Herr,C,5/26/1976,6-2 ft,204
Don Herriman,LW,1/2/1946,5-10 ft,165
Denis Herron,G,6/18/1952,5-11 ft,165
Patrik Hersley,D,6/23/1986,,
Jason Herter,D,10/2/1970,6-1 ft,190
Tomas Hertl,C,11/12/1993,6-2 ft,215
Matt Hervey,D,5/16/1968,5-11 ft,205
Fabrice Herzog,RW,12/9/1994,,
Shaun Heshka,D,7/30/1985,6-1 ft,208
Troy Hesketh,D,7/5/1991,,
Bob Hess,D,5/19/1955,5-11 ft,180
Jamie Heward,D,3/30/1971,6-2 ft,215
Obs Heximer,LW/C,2/16/1910,5-7 ft,159
Brett Hextall,C,4/2/1988,5-10 ft,185
Bryan Hextall,RW,7/31/1913,5-10 ft,180
Bryan Hextall,C,5/23/1941,5-11 ft,185
Dennis Hextall,LW,4/17/1943,5-11 ft,175
Ron Hextall,G,5/3/1964,6-3 ft,192
Vic Heyliger,C,9/26/1912,5-9 ft,175
Bill Hicke,RW,3/31/1938,5-8 ft,164
Ernie Hicke,LW,11/7/1947,5-11 ft,185
Brandon Hickey,D,4/13/1996,6-1 ft,177
Chris Hickey,C,9/2/1988,,
Greg Hickey,LW,3/8/1955,5-10 ft,160
Pat Hickey,LW,5/15/1953,6-1 ft,190
Thomas Hickey,D,2/8/1989,6-0 ft,189
Alex Hicks,LW,9/4/1969,6-0 ft,190
Doug Hicks,D,5/28/1955,6-0 ft,185
Glenn Hicks,LW,8/28/1958,5-10 ft,177
Henry Hicks,D,12/10/1900,5-7 ft,170
Wayne Hicks,RW,4/9/1937,5-11 ft,185
Andre Hidi,LW,6/5/1960,6-2 ft,205
Uli Hiemer,D,9/21/1962,6-1 ft,190
Chris Higgins,LW,6/2/1983,6-0 ft,205
Matt Higgins,C,10/29/1977,6-2 ft,190
Paul Higgins,RW,1/13/1962,6-1 ft,195
Tim Higgins,RW,2/7/1958,6-0 ft,185
Hec Highton,G,12/10/1923,6-0 ft,175
Andy Hilbert,C/LW,2/6/1981,5-10 ft,188
Ike Hildebrand,RW,5/27/1927,5-7 ft,147
Adin Hill,G,5/11/1996,6-3 ft,198
Al Hill,C,4/22/1955,6-1 ft,175
Brian Hill,RW,1/12/1957,6-0 ft,175
Mel Hill,RW,2/15/1914,5-10 ft,175
Sean Hill,D,2/14/1970,6-0 ft,204
Jack Hillen,D,1/24/1986,5-10 ft,190
Dutch Hiller,LW,5/11/1915,5-8 ft,170
Jim Hiller,RW,5/15/1969,6-0 ft,190
Jonas Hiller,G,2/12/1982,6-2 ft,191
Randy Hillier,D,3/30/1960,6-1 ft,192
Ryan Hillier,LW,1/25/1988,,
Blake Hillman,D,1/26/1996,6-1 ft,180
Floyd Hillman,D,11/19/1933,5-11 ft,170
Larry Hillman,D,2/5/1937,6-0 ft,185
Wayne Hillman,D,11/13/1938,6-1 ft,205
John Hilworth,D,5/23/1957,6-4 ft,205
Eric Himelfarb,C,1/1/1983,,
Normie Himes,C,4/13/1903,5-9 ft,145
Dave Hindmarch,RW,10/15/1958,5-11 ft,182
Vinnie Hinostroza,C,4/3/1994,5-9 ft,173
Dan Hinote,RW,1/30/1977,6-0 ft,187
Andre Hinse,LW,4/19/1945,5-9 ft,175
Dan Hinton,LW,5/24/1953,6-1 ft,180
Roope Hintz,LW,11/17/1996,6-3 ft,191
Raimo Hirronen,,,,
Corey Hirsch,G,7/1/1972,5-10 ft,175
Tom Hirsch,D,1/27/1963,6-4 ft,210
Bert Hirschfeld,LW,3/1/1929,5-10 ft,165
Kim Hirschovits,C,5/9/1982,,
Joey Hishon,C,10/20/1991,5-10 ft,170
Jamie Hislop,RW,1/20/1954,5-10 ft,180
Lionel Hitchman,D,11/3/1901,6-1 ft,167
Niklas Hjalmarsson,D,6/6/1987,6-3 ft,197
Simon Hjalmarsson,RW,2/1/1989,6-0 ft,172
Jan Hlavac,LW,9/20/1976,6-0 ft,201
Ivan Hlinka,C,1/26/1950,6-2 ft,220
Jaroslav Hlinka,C,11/10/1976,5-10 ft,185
Todd Hlushko,C,2/7/1970,5-11 ft,185
Shane Hnidy,D,11/8/1975,6-2 ft,204
Milan Hnilicka,G,6/25/1973,6-1 ft,190
Joshua Ho-Sang,C/RW,1/22/1996,5-11 ft,175
Connor Hobbs,D,1/4/1997,6-0 ft,187
Danny Hobbs,C/RW,6/21/1989,5-11 ft,178
Mike Hobin,C,2/21/1954,5-11 ft,180
Adam Hobson,C,1/9/1987,,
Justin Hocking,D,1/9/1974,6-4 ft,215
Charlie Hodge,G,7/28/1933,5-6 ft,150
Ken Hodge,RW,6/25/1944,6-2 ft,210
Ken Hodge,C/RW,4/13/1966,6-1 ft,200
Steven Hodges,C,5/5/1994,5-11 ft,178
Justin Hodgman,C,6/27/1988,6-1 ft,203
Cody Hodgson,C,2/18/1990,6-0 ft,192
Dan Hodgson,C,8/29/1965,5-10 ft,175
Rick Hodgson,D,5/23/1956,6-0 ft,175
Ted Hodgson,RW,6/30/1945,5-11 ft,185
Kevin Hodson,G,3/27/1972,6-0 ft,182
Mike Hoeffel,LW,4/9/1989,6-4 ft,210
Mirko Hoefflin,C,6/18/1992,,
Cec Hoekstra,C,4/2/1935,6-0 ft,175
Ed Hoekstra,C,11/4/1937,5-11 ft,170
Phil Hoene,LW,3/15/1949,5-9 ft,175
Val Hoffinger,D,1/1/1901,5-6 ft,190
Mike Hoffman,LW,2/26/1963,5-11 ft,190
Mike Hoffman,C/LW,11/24/1989,6-0 ft,180
Jamie Hoffmann,C,8/20/1984,,
Bob Hoffmeyer,D,7/27/1955,6-0 ft,182
Jim Hofford,D,10/4/1964,6-0 ft,190
Bruce Hoffort,G,7/30/1966,5-10 ft,185
Gregory Hofmann,C,11/13/1992,,
Bill Hogaboam,C,9/5/1949,5-11 ft,170
Dale Hoganson,D,7/8/1949,5-10 ft,190
Paul Hoganson,G,11/12/1949,5-11 ft,175
Linus Hogberg,D,9/4/1998,6-1 ft,176
Marcus Hogberg,G,11/25/1994,,
Greg Hogeboom,RW,9/26/1982,,
Kris Hogg,LW,6/17/1986,,
Jeff Hoggan,RW,2/1/1978,6-1 ft,195
Jonas Hoglund,LW,8/29/1972,6-3 ft,215
Goran Hogosta,G,4/15/1954,6-1 ft,179
Benoit Hogue,C,10/28/1966,5-10 ft,194
Milos Holan,D,4/22/1971,5-11 ft,191
Terry Holbrook,RW,7/11/1950,6-0 ft,185
Bill Holden,G,7/23/1949,5-11 ft,170
Josh Holden,C,1/18/1978,6-0 ft,190
Mark Holden,G,6/12/1957,5-10 ft,165
Nick Holden,D,5/15/1987,6-4 ft,214
Bobby Holik,C,1/1/1971,6-4 ft,230
Justin Holl,D,1/30/1992,,
Jason Holland,D,4/30/1976,6-3 ft,219
Jerry Holland,LW,8/25/1954,5-10 ft,180
Ken Holland,G,11/10/1955,5-8 ft,160
Patrick Holland,RW,1/7/1992,6-0 ft,167
Peter Holland,C,1/14/1991,6-2 ft,200
Rhett Holland,D,9/25/1993,,
Rob Holland,G,9/10/1957,6-1 ft,180
Flash Hollett,D,4/13/1912,6-0 ft,180
Terry Hollinger,D,2/24/1971,6-1 ft,200
Gord Hollingworth,D,7/24/1933,5-11 ft,170
Bruce Holloway,D,6/27/1963,6-0 ft,200
Bud Holloway,LW,3/1/1988,6-0 ft,201
Ryan Hollweg,C,4/23/1983,5-10 ft,212
Bill Holmes,C,03/09/1899,6-0 ft,200
Chuck Holmes,RW,9/21/1934,6-0 ft,185
Hap Holmes,G,02/21/1888,5-10 ft,170
Lou Holmes,C/LW,1/29/1911,5-10 ft,150
Warren Holmes,C,2/18/1957,6-1 ft,195
Paul Holmgren,RW,12/2/1955,6-3 ft,210
Leif Holmquist,G,11/22/1942,5-9 ft,175
Andreas Holmqvist,D,7/23/1981,,
Johan Holmqvist,G,5/24/1978,6-3 ft,198
Michael Holmqvist,C,6/8/1979,6-3 ft,205
Axel Holmstrom,C,6/29/1996,6-1 ft,186
Ben Holmstrom,C,4/9/1987,6-1 ft,197
Tomas Holmstrom,LW,1/23/1973,6-0 ft,200
Jonas Holos,D,8/27/1987,5-11 ft,196
John Holota,C,2/25/1921,5-6 ft,160
Greg Holst,C,2/21/1954,5-10 ft,170
Chris Holt,G,6/5/1985,6-3 ft,221
Gary Holt,LW,1/1/1952,5-9 ft,175
Randy Holt,D,1/15/1953,5-11 ft,185
Braden Holtby,G,9/16/1989,6-2 ft,217
Marius Holtet,C,8/31/1984,,
Jan Holub,D,5/3/1983,,
Albert Holway,D,9/24/1902,6-2 ft,190
Patrick Holway,D,10/1/1996,6-4 ft,200
Karel Holy,,,,
Riley Holzapfel,C,8/18/1988,,
Korbinian Holzer,D,2/16/1988,6-3 ft,215
Brian Holzinger,C,10/10/1972,5-11 ft,186
Ron Homenuke,RW,1/5/1952,5-10 ft,180
Vaclav Honc,C,,,
Julius Honka,D,12/3/1995,5-11 ft,195
David Honzik,G,8/9/1993,,
Tom Hooper,R,11/24/1883,5-10 ft,175
Brock Hooton,RW,3/20/1983,,
Ron Hoover,C,10/28/1966,6-1 ft,185
Ralph Hopiavouri,D,7/15/1951,6-1 ft,185
Dean Hopkins,RW,6/6/1959,6-1 ft,210
Larry Hopkins,LW,3/17/1954,6-1 ft,215
Tony Horacek,LW,2/3/1967,6-4 ft,210
Roman Horak,C,5/21/1991,6-0 ft,170
Milos Horan,,,,
Miloslav Horava,D,8/14/1961,6-0 ft,193
Doug Horbul,LW,7/27/1952,5-9 ft,170
Shawn Horcoff,C,9/17/1978,6-1 ft,210
Darcy Hordichuk,LW,8/10/1980,6-1 ft,212
Mike Hordy,D,10/10/1956,5-10 ft,180
Pete Horeck,LW,6/15/1923,5-9 ft,158
George Horne,RW,6/27/1904,5-6 ft,165
Red Horner,D,5/28/1909,6-0 ft,190
Patric Hornqvist,RW,1/1/1987,5-11 ft,189
Larry Hornung,D,11/10/1945,6-0 ft,190
Bill Horton,D,9/5/1946,6-0 ft,180
Nathan Horton,RW,5/29/1985,6-2 ft,229
Tim Horton,D,1/12/1930,5-10 ft,180
Bo Horvat,C,4/5/1995,6-0 ft,223
Bronco Horvath,C,3/12/1930,5-11 ft,185
Scott Horvath,RW,2/14/1982,,
Kai Hospelt,F,8/23/1985,,
Ed Hospodar,D,2/9/1959,6-2 ft,210
Marcel Hossa,LW,10/12/1981,6-3 ft,220
Marian Hossa,RW,1/12/1979,6-1 ft,207
Martin Hostak,C,11/11/1967,6-3 ft,198
Ville Hostikka,G,3/21/1985,,
Greg Hotham,D,3/7/1956,5-11 ft,183
Jackson Houck,RW,2/27/1995,,
